,id,price,time,exchange,quote_type,market_hours,change_percent,change,open_price,price_hint,currency,day_high,day_low
11303,^NSEI,22507.0,2026-03-30 07:23:18,NSI,9,1,-1.3698853,-312.5996,,2,,,
11304,^NSEI,22507.3,2026-03-30 07:23:19,NSI,9,1,-1.3686092,-312.29883,,2,,,
11305,^NSEI,22505.65,2026-03-30 07:23:20,NSI,9,1,-1.3756821,-313.94922,,2,,,
11306,^NSEI,22505.95,2026-03-30 07:23:21,NSI,9,1,-1.374481,-313.6504,,2,,,
11307,^NSEI,22505.7,2026-03-30 07:23:22,NSI,9,1,-1.3755976,-313.9004,,2,,,
11308,^NSEI,22504.55,2026-03-30 07:23:23,NSI,9,1,-1.380576,-315.04883,,2,,,
11309,^NSEI,22504.85,2026-03-30 07:23:24,NSI,9,1,-1.3793361,-314.75,,2,,,
11310,^NSEI,22497.4,2026-03-30 07:23:26,NSI,9,1,-1.4116253,-322.19922,,2,,,
11311,^NSEI,22498.25,2026-03-30 07:23:26,NSI,9,1,-1.40827,-321.3496,,2,,,
11312,^NSEI,22496.7,2026-03-30 07:23:28,NSI,9,1,-1.41488,-322.9004,,2,,,
11313,^NSEI,22495.9,2026-03-30 07:23:28,NSI,9,1,-1.4184643,-323.69922,,2,,,
11314,^NSEI,22495.1,2026-03-30 07:23:29,NSI,9,1,-1.4219888,-324.5,,2,,,
11315,^NSEI,22495.85,2026-03-30 07:23:30,NSI,9,1,-1.4186556,-323.75,,2,,,
11316,^NSEI,22495.25,2026-03-30 07:23:31,NSI,9,1,-1.4213113,-324.3496,,2,,,
11317,^NSEI,22495.25,2026-03-30 07:23:32,NSI,9,1,-1.4213921,-324.3496,,2,,,
11318,^NSEI,22496.0,2026-03-30 07:23:33,NSI,9,1,-1.4181241,-323.5996,,2,,,
11319,^NSEI,22497.6,2026-03-30 07:23:34,NSI,9,1,-1.4111296,-322.0,,2,,,
11320,^NSEI,22497.25,2026-03-30 07:23:35,NSI,9,1,-1.4125998,-322.3496,,2,,,
11321,^NSEI,22498.25,2026-03-30 07:23:37,NSI,9,1,-1.4081929,-321.3496,,2,,,
11322,^NSEI,22497.5,2026-03-30 07:23:37,NSI,9,1,-1.4114578,-322.0996,,2,,,
